reference,year,month,day,survey_score
78 thornhaven avenue,2023,3,7,
78 thornhaven avenue,2023,3,8,
78 thornhaven avenue,2023,3,9,
78 thornhaven avenue,2023,3,10,
78 thornhaven avenue,2023,3,11,
78 thornhaven avenue,2023,3,12,
78 thornhaven avenue,2023,3,13,
78 thornhaven avenue,2023,3,14,
78 thornhaven avenue,2023,3,15,
78 thornhaven avenue,2023,3,16,
78 thornhaven avenue,2023,3,17,
78 thornhaven avenue,2023,3,18,
78 thornhaven avenue,2023,3,19,
78 thornhaven avenue,2023,3,20,
78 thornhaven avenue,2023,3,21,
78 thornhaven avenue,2023,3,22,
78 thornhaven avenue,2023,3,23,
78 thornhaven avenue,2023,3,24,
78 thornhaven avenue,2023,3,25,
78 thornhaven avenue,2023,3,26,
78 thornhaven avenue,2023,3,27,
78 thornhaven avenue,2023,3,28,
78 thornhaven avenue,2023,3,29,
78 thornhaven avenue,2023,3,30,
78 thornhaven avenue,2023,3,31,
U1183557,2023,1,1,
U1183557,2023,1,2,
U1183557,2023,1,3,2.5
U1183557,2023,1,4,
U1183557,2023,1,5,
U1183557,2023,1,6,
U1183557,2023,1,7,
U1183557,2023,1,8,
U1183557,2023,1,9,
U1183557,2023,1,10,
U1183557,2023,1,11,
U1183557,2023,1,12,
U1183557,2023,1,13,
U1183557,2023,1,14,
U1183557,2023,1,15,
U1183557,2023,1,16,
U1183557,2023,1,17,
U1183557,2023,1,18,
U1183557,2023,1,19,
U1183557,2023,1,20,
U1183557,2023,1,21,
U1183557,2023,1,22,
U1183557,2023,1,23,
U1183557,2023,1,24,
U1183557,2023,1,25,
U1183557,2023,1,26,
U1183557,2023,1,27,
U1183557,2023,1,28,
U1183557,2023,1,29,
U1183557,2023,1,30,
U1183557,2023,1,31,
U1183557,2023,2,1,
U1183557,2023,2,2,
U1183557,2023,2,3,
U1183557,2023,2,4,
U1183557,2023,2,5,
U1183557,2023,2,6,
U1183557,2023,2,7,
U1183557,2023,2,8,
U1183557,2023,2,9,
U1183557,2023,2,10,
U1183557,2023,2,11,
U1183557,2023,2,12,
U1183557,2023,2,13,
U1183557,2023,2,14,
U1183557,2023,2,15,
U1183557,2023,2,16,
U1183557,2023,2,17,
U1183557,2023,2,18,
U1183557,2023,2,19,
U1183557,2023,2,20,
U1183557,2023,2,21,
U1183557,2023,2,22,
U1183557,2023,2,23,
U1183557,2023,2,24,
U1183557,2023,2,25,
U1183557,2023,2,26,
U1183557,2023,2,27,
U1183557,2023,2,28,
U1183557,2023,3,1,
U1183557,2023,3,2,
U1183557,2023,3,3,
U1183557,2023,3,4,
U1183557,2023,3,5,
U1183557,2023,3,6,
U1183557,2023,3,7,
U1183557,2023,3,8,
U1183557,2023,3,9,
U1183557,2023,3,10,
U1183557,2023,3,11,
U1183557,2023,3,12,
U1183557,2023,3,13,
U1183557,2023,3,14,
U1183557,2023,3,15,
U1183557,2023,3,16,
U1183557,2023,3,17,
U1183557,2023,3,18,
U1183557,2023,3,19,
U1183557,2023,3,20,
U1183557,2023,3,21,
U1183557,2023,3,22,
U1183557,2023,3,23,
U1183557,2023,3,24,
U1183557,2023,3,25,
U1183557,2023,3,26,
U1183557,2023,3,27,
U1183557,2023,3,28,
U1183557,2023,3,29,
U1183557,2023,3,30,
U1183557,2023,3,31,
U321861,2023,1,1,
U321861,2023,1,2,
U321861,2023,1,3,
U321861,2023,1,4,
U321861,2023,1,5,
U321861,2023,1,6,
U321861,2023,1,7,
U321861,2023,1,8,
U321861,2023,1,9,
U321861,2023,1,10,
U321861,2023,1,11,
U321861,2023,1,12,
U321861,2023,1,13,
U321861,2023,1,14,
U321861,2023,1,15,
U321861,2023,1,16,
U321861,2023,1,17,
U321861,2023,1,18,
U321861,2023,1,19,
U321861,2023,1,20,
U321861,2023,1,21,
U321861,2023,1,22,
U321861,2023,1,23,
U321861,2023,1,24,
U321861,2023,1,25,
U321861,2023,1,26,
U321861,2023,1,27,
U321861,2023,1,28,
U321861,2023,1,29,
U321861,2023,1,30,
U321861,2023,1,31,
U321861,2023,2,1,
U321861,2023,2,2,
U321861,2023,2,3,
U321861,2023,2,4,
U321861,2023,2,5,
U321861,2023,2,6,
U321861,2023,2,7,1.5
U321861,2023,2,8,
U321861,2023,2,9,
U321861,2023,2,10,
U321861,2023,2,11,
U321861,2023,2,12,
U321861,2023,2,13,
U321861,2023,2,14,
U321861,2023,2,15,
U321861,2023,2,16,
U321861,2023,2,17,
U321861,2023,2,18,
U321861,2023,2,19,
U321861,2023,2,20,
U321861,2023,2,21,
U321861,2023,2,22,
U321861,2023,2,23,
U321861,2023,2,24,
U321861,2023,2,25,
U321861,2023,2,26,
U321861,2023,2,27,
U321861,2023,2,28,
U321861,2023,3,1,
U321861,2023,3,2,
U321861,2023,3,3,
U321861,2023,3,4,
U321861,2023,3,5,
U321861,2023,3,6,
U321861,2023,3,7,
U321861,2023,3,8,
U321861,2023,3,9,
U321861,2023,3,10,
U321861,2023,3,11,
U321861,2023,3,12,
U321861,2023,3,13,
U321861,2023,3,14,
U321861,2023,3,15,
U321861,2023,3,16,
U321861,2023,3,17,
U321861,2023,3,18,
U321861,2023,3,19,
U321861,2023,3,20,
U321861,2023,3,21,
U321861,2023,3,22,
U321861,2023,3,23,
U321861,2023,3,24,
U321861,2023,3,25,
U321861,2023,3,26,
U321861,2023,3,27,
U321861,2023,3,28,
U321861,2023,3,29,
U321861,2023,3,30,
U321861,2023,3,31,
U735244,2023,1,1,
U735244,2023,1,2,
U735244,2023,1,3,
U735244,2023,1,4,
U735244,2023,1,5,
U735244,2023,1,6,
U735244,2023,1,7,
U735244,2023,1,8,
U735244,2023,1,9,
U735244,2023,1,10,
U735244,2023,1,11,
U735244,2023,1,12,
U735244,2023,1,13,
U735244,2023,1,14,
U735244,2023,1,15,
U735244,2023,1,16,
U735244,2023,1,17,
U735244,2023,1,18,
U735244,2023,1,19,
U735244,2023,1,20,
U735244,2023,1,21,
U735244,2023,1,22,
U735244,2023,1,23,
U735244,2023,1,24,
U735244,2023,1,25,
U735244,2023,1,26,
U735244,2023,1,27,
U735244,2023,1,28,
U735244,2023,1,29,
U735244,2023,1,30,
U735244,2023,1,31,
U735244,2023,2,1,
U735244,2023,2,2,
U735244,2023,2,3,
U735244,2023,2,4,
U735244,2023,2,5,
U735244,2023,2,6,
U735244,2023,2,7,
U735244,2023,2,8,
U735244,2023,2,9,3.5
U735244,2023,2,10,
U735244,2023,2,11,
U735244,2023,2,12,
U735244,2023,2,13,1.5
U735244,2023,2,14,
U735244,2023,2,15,
U735244,2023,2,16,
U735244,2023,2,17,
U735244,2023,2,18,
U735244,2023,2,19,
U735244,2023,2,20,
U735244,2023,2,21,
U735244,2023,2,22,
U735244,2023,2,23,
U735244,2023,2,24,
U735244,2023,2,25,
U735244,2023,2,26,
U735244,2023,2,27,
U735244,2023,2,28,
U735244,2023,3,1,
U735244,2023,3,2,
U735244,2023,3,3,1.5
U735244,2023,3,4,
U735244,2023,3,5,
U735244,2023,3,6,
U735244,2023,3,7,
U735244,2023,3,8,
U735244,2023,3,9,
U735244,2023,3,10,
U735244,2023,3,11,
U735244,2023,3,12,
U735244,2023,3,13,
U735244,2023,3,14,
U735244,2023,3,15,
U735244,2023,3,16,
U735244,2023,3,17,
U735244,2023,3,18,
U735244,2023,3,19,
U735244,2023,3,20,
U735244,2023,3,21,
U735244,2023,3,22,
U735244,2023,3,23,
U735244,2023,3,24,
U735244,2023,3,25,1.5
U735244,2023,3,26,
U735244,2023,3,27,
U735244,2023,3,28,
U735244,2023,3,29,
U735244,2023,3,30,
U735244,2023,3,31,
U904891,2023,1,1,
U904891,2023,1,2,
U904891,2023,1,3,
U904891,2023,1,4,
U904891,2023,1,5,
U904891,2023,1,6,
U904891,2023,1,7,
U904891,2023,1,8,
U904891,2023,1,9,
U904891,2023,1,10,
U904891,2023,1,11,
U904891,2023,1,12,
U904891,2023,1,13,
U904891,2023,1,14,
U904891,2023,1,15,
U904891,2023,1,16,
U904891,2023,1,17,
U904891,2023,1,18,
U904891,2023,1,19,
U904891,2023,1,20,
U904891,2023,1,21,
U904891,2023,1,22,
U904891,2023,1,23,
U904891,2023,1,24,
U904891,2023,1,25,
U904891,2023,1,26,
U904891,2023,1,27,
U904891,2023,1,28,
U904891,2023,1,29,
U904891,2023,1,30,
U904891,2023,1,31,
U904891,2023,2,1,
U904891,2023,2,2,
U904891,2023,2,3,
U904891,2023,2,4,
U904891,2023,2,5,
U904891,2023,2,6,
U904891,2023,2,7,
U904891,2023,2,8,
U904891,2023,2,9,
U904891,2023,2,10,
U904891,2023,2,11,
U904891,2023,2,12,
U904891,2023,2,13,
U904891,2023,2,14,2.0
U904891,2023,2,15,
U904891,2023,2,16,
U904891,2023,2,17,
U904891,2023,2,18,
U904891,2023,2,19,
U904891,2023,2,20,
U904891,2023,2,21,
U904891,2023,2,22,
U904891,2023,2,23,
U904891,2023,2,24,
U904891,2023,2,25,
U904891,2023,2,26,
U904891,2023,2,27,
U904891,2023,2,28,
U904891,2023,3,1,
U904891,2023,3,2,
U904891,2023,3,3,
U904891,2023,3,4,
U904891,2023,3,5,
U904891,2023,3,6,
U904891,2023,3,7,
U904891,2023,3,8,
U904891,2023,3,9,
U904891,2023,3,10,
U904891,2023,3,11,
U904891,2023,3,12,
U904891,2023,3,13,
U904891,2023,3,14,
U904891,2023,3,15,
U904891,2023,3,16,
U904891,2023,3,17,
U904891,2023,3,18,
U904891,2023,3,19,
U904891,2023,3,20,
U904891,2023,3,21,
U904891,2023,3,22,
U904891,2023,3,23,
U904891,2023,3,24,
U904891,2023,3,25,
U904891,2023,3,26,
U904891,2023,3,27,
U904891,2023,3,28,
U904891,2023,3,29,
U904891,2023,3,30,
U904891,2023,3,31,
U031190396,2023,1,1,
U031190396,2023,1,2,
U031190396,2023,1,3,
U031190396,2023,1,4,
U031190396,2023,1,5,
U031190396,2023,1,6,
U031190396,2023,1,7,
U031190396,2023,1,8,
U031190396,2023,1,9,
U031190396,2023,1,10,
U031190396,2023,1,11,
U031190396,2023,1,12,
U031190396,2023,1,13,
U031190396,2023,1,14,
U031190396,2023,1,15,
U031190396,2023,1,16,
U031190396,2023,1,17,
U031190396,2023,1,18,
U031190396,2023,1,19,
U031190396,2023,1,20,2.0
U031190396,2023,1,21,
U031190396,2023,1,22,
U031190396,2023,1,23,
U031190396,2023,1,24,
U031190396,2023,1,25,
U031190396,2023,1,26,
U031190396,2023,1,27,
U031190396,2023,1,28,
U031190396,2023,1,29,
U031190396,2023,1,30,
U031190396,2023,1,31,
U031190396,2023,2,1,
U031190396,2023,2,2,
U031190396,2023,2,3,
U031190396,2023,2,4,
U031190396,2023,2,5,
U031190396,2023,2,6,
U031190396,2023,2,7,
U031190396,2023,2,8,
U031190396,2023,2,9,
U031190396,2023,2,10,
U031190396,2023,2,11,
U031190396,2023,2,12,
U031190396,2023,2,13,
U031190396,2023,2,14,
U031190396,2023,2,15,
U031190396,2023,2,16,
U031190396,2023,2,17,
U031190396,2023,2,18,
U031190396,2023,2,19,
U031190396,2023,2,20,
U031190396,2023,2,21,
U031190396,2023,2,22,
U031190396,2023,2,23,
U031190396,2023,2,24,
U031190396,2023,2,25,
U031190396,2023,2,26,
U031190396,2023,2,27,
U031190396,2023,2,28,
U031190396,2023,3,1,
U031190396,2023,3,2,
U031190396,2023,3,3,
U031190396,2023,3,4,
U031190396,2023,3,5,
U031190396,2023,3,6,
U031190396,2023,3,7,
U031190396,2023,3,8,
U031190396,2023,3,9,
U031190396,2023,3,10,
U031190396,2023,3,11,
U031190396,2023,3,12,
U031190396,2023,3,13,
U031190396,2023,3,14,
U031190396,2023,3,15,
U031190396,2023,3,16,
U031190396,2023,3,17,
U031190396,2023,3,18,
U031190396,2023,3,19,
U031190396,2023,3,20,
U031190396,2023,3,21,
U031190396,2023,3,22,
U031190396,2023,3,23,
U031190396,2023,3,24,
U031190396,2023,3,25,
U031190396,2023,3,26,
U031190396,2023,3,27,
U031190396,2023,3,28,
U031190396,2023,3,29,
U031190396,2023,3,30,
U031190396,2023,3,31,
24 mossden hill,2023,1,1,
24 mossden hill,2023,1,2,
24 mossden hill,2023,1,3,
24 mossden hill,2023,1,4,
24 mossden hill,2023,1,5,
24 mossden hill,2023,1,6,
24 mossden hill,2023,1,7,
24 mossden hill,2023,1,8,
24 mossden hill,2023,1,9,
24 mossden hill,2023,1,10,
24 mossden hill,2023,1,11,
24 mossden hill,2023,1,12,
24 mossden hill,2023,1,13,
24 mossden hill,2023,1,14,
24 mossden hill,2023,1,15,
24 mossden hill,2023,1,16,
24 mossden hill,2023,1,17,
24 mossden hill,2023,1,18,
24 mossden hill,2023,1,19,
24 mossden hill,2023,1,20,
24 mossden hill,2023,1,21,
24 mossden hill,2023,1,22,
24 mossden hill,2023,1,23,
24 mossden hill,2023,1,24,
24 mossden hill,2023,1,25,
24 mossden hill,2023,1,26,
24 mossden hill,2023,1,27,
24 mossden hill,2023,1,28,
24 mossden hill,2023,1,29,
24 mossden hill,2023,1,30,
24 mossden hill,2023,1,31,
24 mossden hill,2023,2,1,
24 mossden hill,2023,2,2,
24 mossden hill,2023,2,3,
24 mossden hill,2023,2,4,
24 mossden hill,2023,2,5,
24 mossden hill,2023,2,6,
24 mossden hill,2023,2,7,
24 mossden hill,2023,2,8,
24 mossden hill,2023,2,9,
24 mossden hill,2023,2,10,1.5
24 mossden hill,2023,2,11,
24 mossden hill,2023,2,12,
24 mossden hill,2023,2,13,
24 mossden hill,2023,2,14,
24 mossden hill,2023,2,15,
24 mossden hill,2023,2,16,
24 mossden hill,2023,2,17,
24 mossden hill,2023,2,18,
24 mossden hill,2023,2,19,
24 mossden hill,2023,2,20,
24 mossden hill,2023,2,21,
24 mossden hill,2023,2,22,
24 mossden hill,2023,2,23,
24 mossden hill,2023,2,24,
24 mossden hill,2023,2,25,
24 mossden hill,2023,2,26,
24 mossden hill,2023,2,27,
24 mossden hill,2023,2,28,
24 mossden hill,2023,3,1,
24 mossden hill,2023,3,2,
24 mossden hill,2023,3,3,
24 mossden hill,2023,3,4,
24 mossden hill,2023,3,5,
24 mossden hill,2023,3,6,
24 mossden hill,2023,3,7,
24 mossden hill,2023,3,8,
24 mossden hill,2023,3,9,
24 mossden hill,2023,3,10,
24 mossden hill,2023,3,11,
24 mossden hill,2023,3,12,
24 mossden hill,2023,3,13,
24 mossden hill,2023,3,14,
24 mossden hill,2023,3,15,
24 mossden hill,2023,3,16,
24 mossden hill,2023,3,17,
24 mossden hill,2023,3,18,
24 mossden hill,2023,3,19,
24 mossden hill,2023,3,20,
24 mossden hill,2023,3,21,
24 mossden hill,2023,3,22,
24 mossden hill,2023,3,23,
24 mossden hill,2023,3,24,
24 mossden hill,2023,3,25,
24 mossden hill,2023,3,26,
24 mossden hill,2023,3,27,
24 mossden hill,2023,3,28,
24 mossden hill,2023,3,29,
24 mossden hill,2023,3,30,
24 mossden hill,2023,3,31,
U678229542,2023,1,1,
U678229542,2023,1,2,
U678229542,2023,1,3,
U678229542,2023,1,4,
U678229542,2023,1,5,3.0
U678229542,2023,1,6,
U678229542,2023,1,7,
U678229542,2023,1,8,
U678229542,2023,1,9,
U678229542,2023,1,10,
U678229542,2023,1,11,
U678229542,2023,1,12,
U678229542,2023,1,13,
U678229542,2023,1,14,
U678229542,2023,1,15,
U678229542,2023,1,16,
U678229542,2023,1,17,
U678229542,2023,1,18,
U678229542,2023,1,19,3.5
U678229542,2023,1,20,
U678229542,2023,1,21,3.0
U678229542,2023,1,22,
U678229542,2023,1,23,2.5
U678229542,2023,1,24,
U678229542,2023,1,25,
U678229542,2023,1,26,
U678229542,2023,1,27,
U678229542,2023,1,28,
U678229542,2023,1,29,
U678229542,2023,1,30,
U678229542,2023,1,31,
U678229542,2023,2,1,
U678229542,2023,2,2,
U678229542,2023,2,3,
U678229542,2023,2,4,
U678229542,2023,2,5,
U678229542,2023,2,6,
U678229542,2023,2,7,
U678229542,2023,2,8,
U678229542,2023,2,9,
U678229542,2023,2,10,
U678229542,2023,2,11,
U678229542,2023,2,12,
U678229542,2023,2,13,
U678229542,2023,2,14,
U678229542,2023,2,15,
U678229542,2023,2,16,
U678229542,2023,2,17,
U678229542,2023,2,18,
U678229542,2023,2,19,
U678229542,2023,2,20,
U678229542,2023,2,21,
U678229542,2023,2,22,
U678229542,2023,2,23,
U678229542,2023,2,24,
U678229542,2023,2,25,
U678229542,2023,2,26,
U678229542,2023,2,27,
U678229542,2023,2,28,
U678229542,2023,3,1,
U678229542,2023,3,2,
U678229542,2023,3,3,
U678229542,2023,3,4,
U678229542,2023,3,5,
U678229542,2023,3,6,
U678229542,2023,3,7,
U678229542,2023,3,8,
U678229542,2023,3,9,
U678229542,2023,3,10,
U678229542,2023,3,11,
U678229542,2023,3,12,
U678229542,2023,3,13,
U678229542,2023,3,14,
U678229542,2023,3,15,
U678229542,2023,3,16,
U678229542,2023,3,17,
U678229542,2023,3,18,
U678229542,2023,3,19,
U678229542,2023,3,20,
U678229542,2023,3,21,
U678229542,2023,3,22,
U678229542,2023,3,23,
U678229542,2023,3,24,
U678229542,2023,3,25,
U678229542,2023,3,26,
U678229542,2023,3,27,
U678229542,2023,3,28,
U678229542,2023,3,29,
U678229542,2023,3,30,
U678229542,2023,3,31,
91 salthorpe row,2023,1,1,
91 salthorpe row,2023,1,2,
91 salthorpe row,2023,1,3,
91 salthorpe row,2023,1,4,
91 salthorpe row,2023,1,5,
91 salthorpe row,2023,1,6,
91 salthorpe row,2023,1,7,
91 salthorpe row,2023,1,8,
91 salthorpe row,2023,1,9,
91 salthorpe row,2023,1,10,
91 salthorpe row,2023,1,11,
91 salthorpe row,2023,1,12,
91 salthorpe row,2023,1,13,
91 salthorpe row,2023,1,14,
91 salthorpe row,2023,1,15,
91 salthorpe row,2023,1,16,
91 salthorpe row,2023,1,17,
91 salthorpe row,2023,1,18,
91 salthorpe row,2023,1,19,
91 salthorpe row,2023,1,20,
91 salthorpe row,2023,1,21,
91 salthorpe row,2023,1,22,
91 salthorpe row,2023,1,23,
91 salthorpe row,2023,1,24,
91 salthorpe row,2023,1,25,
91 salthorpe row,2023,1,26,
91 salthorpe row,2023,1,27,
91 salthorpe row,2023,1,28,
91 salthorpe row,2023,1,29,
91 salthorpe row,2023,1,30,
91 salthorpe row,2023,1,31,
91 salthorpe row,2023,2,1,
91 salthorpe row,2023,2,2,
91 salthorpe row,2023,2,3,
91 salthorpe row,2023,2,4,
91 salthorpe row,2023,2,5,
91 salthorpe row,2023,2,6,
91 salthorpe row,2023,2,7,
91 salthorpe row,2023,2,8,
91 salthorpe row,2023,2,9,
91 salthorpe row,2023,2,10,
91 salthorpe row,2023,2,11,
91 salthorpe row,2023,2,12,
91 salthorpe row,2023,2,13,
91 salthorpe row,2023,2,14,
91 salthorpe row,2023,2,15,
91 salthorpe row,2023,2,16,
91 salthorpe row,2023,2,17,
91 salthorpe row,2023,2,18,
91 salthorpe row,2023,2,19,
91 salthorpe row,2023,2,20,
91 salthorpe row,2023,2,21,
91 salthorpe row,2023,2,22,
91 salthorpe row,2023,2,23,
91 salthorpe row,2023,2,24,
91 salthorpe row,2023,2,25,
91 salthorpe row,2023,2,26,
91 salthorpe row,2023,2,27,
91 salthorpe row,2023,2,28,
91 salthorpe row,2023,3,1,
91 salthorpe row,2023,3,2,
91 salthorpe row,2023,3,3,
91 salthorpe row,2023,3,4,
91 salthorpe row,2023,3,5,
91 salthorpe row,2023,3,6,
91 salthorpe row,2023,3,7,
91 salthorpe row,2023,3,8,
91 salthorpe row,2023,3,9,
91 salthorpe row,2023,3,10,
91 salthorpe row,2023,3,11,4.0
91 salthorpe row,2023,3,12,
91 salthorpe row,2023,3,13,
91 salthorpe row,2023,3,14,
91 salthorpe row,2023,3,15,
91 salthorpe row,2023,3,16,
91 salthorpe row,2023,3,17,
91 salthorpe row,2023,3,18,
91 salthorpe row,2023,3,19,
91 salthorpe row,2023,3,20,
91 salthorpe row,2023,3,21,
91 salthorpe row,2023,3,22,
91 salthorpe row,2023,3,23,
91 salthorpe row,2023,3,24,
91 salthorpe row,2023,3,25,
91 salthorpe row,2023,3,26,2.5
91 salthorpe row,2023,3,27,
91 salthorpe row,2023,3,28,
91 salthorpe row,2023,3,29,
91 salthorpe row,2023,3,30,
91 salthorpe row,2023,3,31,
U643644,2023,1,1,
U643644,2023,1,2,
U643644,2023,1,3,
U643644,2023,1,4,
U643644,2023,1,5,
U643644,2023,1,6,
U643644,2023,1,7,
U643644,2023,1,8,
U643644,2023,1,9,
U643644,2023,1,10,
U643644,2023,1,11,
U643644,2023,1,12,
U643644,2023,1,13,3.5
U643644,2023,1,14,
U643644,2023,1,15,
U643644,2023,1,16,
U643644,2023,1,17,
U643644,2023,1,18,
U643644,2023,1,19,
U643644,2023,1,20,
U643644,2023,1,21,
U643644,2023,1,22,
U643644,2023,1,23,
U643644,2023,1,24,
U643644,2023,1,25,
U643644,2023,1,26,
U643644,2023,1,27,
U643644,2023,1,28,
U643644,2023,1,29,
U643644,2023,1,30,
U643644,2023,1,31,
U643644,2023,2,1,
U643644,2023,2,2,
U643644,2023,2,3,
U643644,2023,2,4,
U643644,2023,2,5,
U643644,2023,2,6,
U643644,2023,2,7,
U643644,2023,2,8,
U643644,2023,2,9,
U643644,2023,2,10,
U643644,2023,2,11,
U643644,2023,2,12,
U643644,2023,2,13,
U643644,2023,2,14,
U643644,2023,2,15,
U643644,2023,2,16,
U643644,2023,2,17,
U643644,2023,2,18,
U643644,2023,2,19,
U643644,2023,2,20,
U643644,2023,2,21,
U643644,2023,2,22,
U643644,2023,2,23,
U643644,2023,2,24,
U643644,2023,2,25,
U643644,2023,2,26,
U643644,2023,2,27,
U643644,2023,2,28,
U643644,2023,3,1,
U643644,2023,3,2,
U643644,2023,3,3,
U643644,2023,3,4,
U643644,2023,3,5,
U643644,2023,3,6,
U643644,2023,3,7,
U643644,2023,3,8,
U643644,2023,3,9,
U643644,2023,3,10,
U643644,2023,3,11,
U643644,2023,3,12,
U643644,2023,3,13,
U643644,2023,3,14,
U643644,2023,3,15,
U643644,2023,3,16,
U643644,2023,3,17,
U643644,2023,3,18,
U643644,2023,3,19,
U643644,2023,3,20,
U643644,2023,3,21,
U643644,2023,3,22,
U643644,2023,3,23,
U643644,2023,3,24,
U643644,2023,3,25,
U643644,2023,3,26,3.5
U643644,2023,3,27,
U643644,2023,3,28,
U643644,2023,3,29,
U643644,2023,3,30,
U643644,2023,3,31,
90 aldwick way,2023,1,1,
90 aldwick way,2023,1,2,
90 aldwick way,2023,1,3,
90 aldwick way,2023,1,4,
90 aldwick way,2023,1,5,
90 aldwick way,2023,1,6,
90 aldwick way,2023,1,7,
90 aldwick way,2023,1,8,
90 aldwick way,2023,1,9,
90 aldwick way,2023,1,10,4.5
90 aldwick way,2023,1,11,
90 aldwick way,2023,1,12,
90 aldwick way,2023,1,13,
90 aldwick way,2023,1,14,
90 aldwick way,2023,1,15,
90 aldwick way,2023,1,16,
90 aldwick way,2023,1,17,
90 aldwick way,2023,1,18,
90 aldwick way,2023,1,19,
90 aldwick way,2023,1,20,
90 aldwick way,2023,1,21,
90 aldwick way,2023,1,22,5.0
90 aldwick way,2023,1,23,
90 aldwick way,2023,1,24,
90 aldwick way,2023,1,25,
90 aldwick way,2023,1,26,
90 aldwick way,2023,1,27,
90 aldwick way,2023,1,28,
90 aldwick way,2023,1,29,
90 aldwick way,2023,1,30,
90 aldwick way,2023,1,31,
90 aldwick way,2023,2,1,
90 aldwick way,2023,2,2,
90 aldwick way,2023,2,3,
90 aldwick way,2023,2,4,
90 aldwick way,2023,2,5,
90 aldwick way,2023,2,6,
90 aldwick way,2023,2,7,
90 aldwick way,2023,2,8,
90 aldwick way,2023,2,9,
90 aldwick way,2023,2,10,
90 aldwick way,2023,2,11,
90 aldwick way,2023,2,12,
90 aldwick way,2023,2,13,4.5
90 aldwick way,2023,2,14,
90 aldwick way,2023,2,15,
90 aldwick way,2023,2,16,
90 aldwick way,2023,2,17,
90 aldwick way,2023,2,18,
90 aldwick way,2023,2,19,
90 aldwick way,2023,2,20,
90 aldwick way,2023,2,21,
90 aldwick way,2023,2,22,
90 aldwick way,2023,2,23,
90 aldwick way,2023,2,24,
90 aldwick way,2023,2,25,
90 aldwick way,2023,2,26,
90 aldwick way,2023,2,27,
90 aldwick way,2023,2,28,
90 aldwick way,2023,3,1,
90 aldwick way,2023,3,2,
90 aldwick way,2023,3,3,
90 aldwick way,2023,3,4,
90 aldwick way,2023,3,5,
90 aldwick way,2023,3,6,
90 aldwick way,2023,3,7,
90 aldwick way,2023,3,8,
90 aldwick way,2023,3,9,
90 aldwick way,2023,3,10,
90 aldwick way,2023,3,11,
90 aldwick way,2023,3,12,
90 aldwick way,2023,3,13,
90 aldwick way,2023,3,14,
90 aldwick way,2023,3,15,
90 aldwick way,2023,3,16,
90 aldwick way,2023,3,17,
90 aldwick way,2023,3,18,
90 aldwick way,2023,3,19,
90 aldwick way,2023,3,20,
90 aldwick way,2023,3,21,
90 aldwick way,2023,3,22,
90 aldwick way,2023,3,23,
90 aldwick way,2023,3,24,
90 aldwick way,2023,3,25,
90 aldwick way,2023,3,26,
90 aldwick way,2023,3,27,
90 aldwick way,2023,3,28,
90 aldwick way,2023,3,29,
90 aldwick way,2023,3,30,
90 aldwick way,2023,3,31,
27 ravenspur gdns,2023,1,1,
27 ravenspur gdns,2023,1,2,
27 ravenspur gdns,2023,1,3,
27 ravenspur gdns,2023,1,4,
27 ravenspur gdns,2023,1,5,
27 ravenspur gdns,2023,1,6,
27 ravenspur gdns,2023,1,7,
27 ravenspur gdns,2023,1,8,
27 ravenspur gdns,2023,1,9,
27 ravenspur gdns,2023,1,10,4.5
27 ravenspur gdns,2023,1,11,
27 ravenspur gdns,2023,1,12,
27 ravenspur gdns,2023,1,13,
27 ravenspur gdns,2023,1,14,
27 ravenspur gdns,2023,1,15,
27 ravenspur gdns,2023,1,16,
27 ravenspur gdns,2023,1,17,
27 ravenspur gdns,2023,1,18,
27 ravenspur gdns,2023,1,19,
27 ravenspur gdns,2023,1,20,
27 ravenspur gdns,2023,1,21,
27 ravenspur gdns,2023,1,22,
27 ravenspur gdns,2023,1,23,4.5
27 ravenspur gdns,2023,1,24,
27 ravenspur gdns,2023,1,25,
27 ravenspur gdns,2023,1,26,
27 ravenspur gdns,2023,1,27,
27 ravenspur gdns,2023,1,28,
27 ravenspur gdns,2023,1,29,3.5
27 ravenspur gdns,2023,1,30,
27 ravenspur gdns,2023,1,31,
27 ravenspur gdns,2023,2,1,
27 ravenspur gdns,2023,2,2,
27 ravenspur gdns,2023,2,3,
27 ravenspur gdns,2023,2,4,
27 ravenspur gdns,2023,2,5,
27 ravenspur gdns,2023,2,6,
27 ravenspur gdns,2023,2,7,
27 ravenspur gdns,2023,2,8,
27 ravenspur gdns,2023,2,9,
27 ravenspur gdns,2023,2,10,
27 ravenspur gdns,2023,2,11,
27 ravenspur gdns,2023,2,12,
27 ravenspur gdns,2023,2,13,
27 ravenspur gdns,2023,2,14,
27 ravenspur gdns,2023,2,15,
27 ravenspur gdns,2023,2,16,
27 ravenspur gdns,2023,2,17,
27 ravenspur gdns,2023,2,18,
27 ravenspur gdns,2023,2,19,
27 ravenspur gdns,2023,2,20,
27 ravenspur gdns,2023,2,21,
27 ravenspur gdns,2023,2,22,
27 ravenspur gdns,2023,2,23,
27 ravenspur gdns,2023,2,24,
27 ravenspur gdns,2023,2,25,
27 ravenspur gdns,2023,2,26,
27 ravenspur gdns,2023,2,27,
27 ravenspur gdns,2023,2,28,
27 ravenspur gdns,2023,3,1,
27 ravenspur gdns,2023,3,2,
27 ravenspur gdns,2023,3,3,
27 ravenspur gdns,2023,3,4,
